,device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,used_price
1802,Meizu,Android,12.88,yes,no,16.0,8.0,32.0,4.0,3000.0,160.0,2018,675,886.9712496
1803,Meizu,Android,12.75,yes,no,13.0,8.0,32.0,4.0,3070.0,143.0,2017,764,858.6390842000001
1804,Meizu,Android,12.83,yes,no,12.5,16.0,16.0,4.0,4000.0,173.0,2017,786,907.4853068
1805,Meizu,Android,12.88,yes,no,12.0,16.0,64.0,4.0,3500.0,170.0,2017,848,1040.5374272
1806,Meizu,Android,12.75,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,785,1002.1537238000001
1807,Meizu,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3235.0,135.0,2017,801,789.5938264
1808,Meizu,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,874.9752262
1809,Meizu,Android,12.75,yes,no,13.0,5.0,16.0,4.0,3000.0,143.0,2017,606,814.2834115999999
1810,Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,901.6216946
1811,Meizu,Android,12.88,yes,no,12.0,5.0,64.0,4.0,3400.0,158.0,2016,762,1025.5651124
1812,Meizu,Android,12.83,yes,no,16.0,5.0,16.0,4.0,3150.0,149.0,2016,718,861.3258739999999
1813,Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2760.0,139.0,2016,908,813.0861103999999
1814,Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3260.0,158.0,2016,1054,831.3386374
1815,Meizu,Android,12.75,yes,no,12.0,5.0,64.0,4.0,3060.0,163.0,2016,1084,1024.4472594
1816,Meizu,Android,12.75,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,931,839.0791611999999
1817,Meizu,Android,15.24,yes,no,13.0,5.0,64.0,4.0,3060.0,189.0,2016,757,962.9078608
1818,Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3060.0,172.0,2016,704,913.1610924
1819,Meizu,Android,12.83,yes,no,12.0,5.0,32.0,4.0,3060.0,155.0,2016,606,891.4268214
1820,Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,789,830.302447
1821,Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,132.0,2016,869,820.8259726
1822,Meizu,Android,12.75,yes,no,21.0,5.0,32.0,4.0,2560.0,160.0,2016,1063,984.7393284000001
1823,Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3060.0,163.0,2016,959,911.804306
1824,Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3140.0,149.0,2015,966,885.6149896
1825,Meizu,Android,12.88,yes,no,21.0,5.0,32.0,4.0,3050.0,168.0,2015,752,969.3093012
1826,Meizu,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3095.0,131.0,2015,791,802.518412
1827,Meizu,Android,12.83,yes,no,20.7,5.0,16.0,4.0,3150.0,149.0,2015,944,958.8438128
1828,Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3095.0,149.0,2015,725,913.7219862000001
1829,Meizu,Android,12.83,yes,no,13.0,5.0,16.0,4.0,,145.0,2014,986,835.5838972000001
1830,Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2500.0,128.0,2015,629,877.7011202000001
1831,Meizu,Android,12.83,yes,no,20.7,5.0,16.0,4.0,,158.0,2014,1043,975.7709498
1832,Meizu,Android,13.61,yes,no,20.7,2.0,16.0,4.0,,147.0,2014,1007,948.4640047999999
1833,Meizu,Android,12.73,no,no,8.0,2.0,16.0,4.0,2400.0,143.0,2013,878,937.7919424
1834,Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,151.0,2017,664,843.4009149999999
1835,Micromax,Android,12.83,yes,no,13.0,5.0,32.0,4.0,4000.0,162.0,2017,607,885.5433522000001
1836,Micromax,Android,10.16,yes,no,2.0,0.3,16.0,4.0,1300.0,120.0,2017,645,624.4729848000001
1837,Micromax,Android,12.83,yes,no,13.0,13.0,128.0,4.0,3200.0,164.0,2017,879,959.5214154
1838,Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,140.0,2017,742,777.2179246000001
1839,Micromax,Android,12.83,yes,no,8.0,5.0,32.0,4.0,3000.0,151.0,2017,859,803.9960294
1840,Micromax,Android,12.7,yes,no,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,794.246973
1841,Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,151.0,2017,808,760.9320974
1842,Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,156.0,2016,901,759.6364378
1843,Micromax,Android,10.16,yes,no,5.0,2.0,32.0,4.0,1600.0,159.0,2016,564,766.3360506
1844,Micromax,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,810.0785350000001
1845,Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,151.0,2016,562,789.6324103999999
1846,Micromax,Android,15.24,yes,no,8.0,5.0,32.0,4.0,3000.0,159.0,2016,883,806.5647412000001
1847,Micromax,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,159.0,2016,1026,742.421516
1848,Micromax,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,159.0,2016,999,836.5321286000001
1849,Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,159.0,2016,617,859.2120332000001
1850,Micromax,Android,10.29,yes,no,5.0,5.0,32.0,4.0,1750.0,159.0,2016,962,781.9641164
1851,Micromax,Android,12.83,no,no,8.0,5.0,16.0,4.0,2500.0,159.0,2016,1073,829.7349814
1852,Micromax,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,159.0,2016,683,912.8071286
1853,Micromax,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3000.0,162.0,2016,736,888.741904
1854,Micromax,Android,12.7,no,no,5.0,2.0,32.0,4.0,3000.0,143.0,2015,750,865.1970488
1855,Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2100.0,128.0,2015,992,823.774912
1856,Micromax,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,145.0,2015,1031,885.8774412
1857,Micromax,Android,10.34,yes,no,8.0,5.0,32.0,4.0,2000.0,143.0,2015,704,807.5901124
1858,Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,143.0,2015,725,875.6288214
1859,Micromax,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2000.0,155.0,2015,567,793.0748362
1860,Micromax,Android,12.75,yes,no,13.0,5.0,16.0,4.0,2900.0,143.0,2015,747,895.4219032
1861,Micromax,Android,12.83,no,no,13.0,5.0,32.0,4.0,2820.0,143.0,2015,925,880.3658524
1862,Micromax,Android,12.7,no,no,13.0,2.0,32.0,4.0,2500.0,135.0,2015,669,798.6468522
1863,Micromax,Android,7.75,no,no,1.3,0.3,16.0,4.0,1200.0,143.0,2015,731,637.9305932
1864,Micromax,Android,12.7,no,no,8.0,5.0,32.0,4.0,2800.0,144.0,2015,1014,869.7456698
1865,Micromax,Android,10.36,yes,no,8.0,5.0,16.0,4.0,2000.0,97.0,2015,898,914.6946198
1866,Micromax,Android,20.32,no,no,5.0,2.0,32.0,4.0,4000.0,143.0,2015,625,765.8586716
1867,Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2260.0,143.0,2015,794,833.9522404
1868,Micromax,Android,10.29,no,no,5.0,2.0,32.0,4.0,1700.0,136.0,2015,624,717.701296
1869,Micromax,Android,15.24,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,675,849.9274893999999
1870,Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2400.0,143.0,2015,810,887.5868534
1871,Micromax,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,143.0,2015,1064,763.4985044
1872,Micromax,Android,12.83,no,no,5.0,0.3,32.0,4.0,2820.0,143.0,2015,601,772.188043
1873,Micromax,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,134.0,2015,901,793.8696143999999
1874,Micromax,Android,10.16,no,no,0.3,0.3,16.0,4.0,1200.0,123.0,2015,734,668.2894754
1875,Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,170.0,2015,957,828.0546988
1876,Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,1450.0,143.0,2015,740,690.3780992
1877,Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,143.0,2015,801,742.3726581999999
1878,Micromax,Android,10.29,no,no,5.0,0.3,32.0,4.0,1700.0,143.0,2015,667,725.3476115999999
1879,Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,146.5,2014,1052,688.9790474
1880,Micromax,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2015,798,804.390613
1881,Micromax,Android,20.32,no,no,5.0,2.0,32.0,4.0,4400.0,310.5,2015,604,916.1550057999999
1882,Micromax,Android,17.78,no,no,5.0,0.3,32.0,4.0,3200.0,306.0,2015,981,857.2957854
1883,Micromax,Android,10.34,no,no,13.0,13.0,16.0,4.0,2300.0,138.0,2014,575,942.1761280000001
1884,Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,954,775.0718042
1885,Micromax,Android,10.34,no,no,8.0,5.0,32.0,4.0,2000.0,123.0,2014,672,818.3348668000001
1886,Micromax,Android,10.29,no,no,5.0,2.0,16.0,4.0,1700.0,136.0,2014,920,685.1779988
1887,Micromax,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,146.5,2014,871,842.6032184000001
1888,Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2000.0,146.5,2014,1032,715.5895786
1889,Micromax,Android,12.83,no,no,8.0,2.0,32.0,4.0,2350.0,146.0,2014,1066,868.7870568
1890,Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2014,1054,763.849921
1891,Micromax,Android,10.16,no,no,5.0,0.3,16.0,4.0,1750.0,146.5,2014,1050,725.8789614
1892,Micromax,Android,12.83,no,no,16.0,5.0,32.0,4.0,2300.0,146.5,2014,756,962.4856456
1893,Micromax,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,146.5,2014,668,778.3640596
1894,Micromax,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1500.0,146.5,2014,855,749.8066754
1895,Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2100.0,146.5,2014,730,705.272105
1896,Micromax,Android,10.34,no,no,5.0,2.0,16.0,4.0,2000.0,158.0,2014,797,770.9635064
1897,Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,1900.0,180.0,2014,759,735.5131388
1898,Micromax,Others,5.28,no,no,0.3,2.0,16.0,4.0,3000.0,146.5,2014,664,470.2750514
1899,Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,159.0,2014,791,835.6758582
1900,Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,168.0,2014,584,811.4669474
1901,Micromax,Android,15.24,no,no,5.0,0.3,32.0,4.0,2500.0,202.0,2014,653,753.9997010000001
1902,Micromax,Android,10.16,no,no,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,610.9888265999999
1903,Micromax,Others,5.18,no,no,0.3,0.3,16.0,4.0,2800.0,260.0,2013,1037,476.6485992
1904,Micromax,Others,5.16,no,no,0.3,0.3,16.0,4.0,1800.0,118.0,2013,868,550.6047134
1905,Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,1900.0,146.5,2014,633,779.706483
1906,Micromax,Android,7.75,no,no,1.3,2.0,512.0,0.25,1500.0,146.5,2014,876,593.5694139999999
1907,Micromax,Android,12.7,no,no,16.0,8.0,32.0,4.0,2350.0,154.0,2014,888,901.9299968
1908,Micromax,Android,10.34,no,no,8.0,5.0,16.0,4.0,1800.0,110.0,2014,883,791.6667816
1909,Micromax,Android,10.29,no,no,5.0,5.0,16.0,4.0,1800.0,147.0,2014,635,743.1529566
1910,Micromax,Android,15.24,no,no,8.0,5.0,16.0,4.0,2450.0,180.0,2014,983,834.4770534
1911,Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,147.0,2013,613,857.0480732
1912,Micromax,Android,10.16,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1015,641.1175862
1913,Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,3000.0,118.0,2013,769,718.418637
1914,Micromax,Android,12.7,no,no,12.0,2.0,16.0,4.0,2000.0,118.0,2013,692,830.8055128
1915,Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,118.0,2013,723,909.3386512000001
1916,Micromax,Android,20.32,no,no,5.0,2.0,16.0,4.0,4800.0,118.0,2013,1032,868.8649534
1917,Micromax,Android,10.29,no,no,5.0,0.3,16.0,4.0,1500.0,118.0,2013,793,730.8058354
1918,Micromax,Android,10.29,no,no,2.0,0.3,16.0,4.0,1850.0,118.0,2013,577,649.6092404
1919,Micromax,Android,12.88,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,1047,889.516053
1920,Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,781,769.1766406
1921,Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,158.0,2013,965,804.7844196
1922,Micromax,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,118.0,2013,956,749.5239898
1923,Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,164.0,2013,823,811.6398232
1924,Micromax,Others,5.28,no,no,0.3,0.3,16.0,4.0,2000.0,108.0,2013,603,543.0713552
1925,Micromax,Others,5.28,no,no,0.3,0.3,16.0,4.0,2000.0,98.6,2013,748,469.3203956
1926,Micromax,Others,5.23,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,596,542.9389488
1927,Micromax,Others,5.18,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,694,538.2486166
1928,Micromax,Others,5.13,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,1016,587.1964538
1929,Micromax,Others,5.28,no,no,0.3,0.3,16.0,4.0,2000.0,92.0,2013,946,453.5987296
1930,Micromax,Android,12.78,no,no,8.0,2.0,16.0,4.0,2100.0,168.0,2013,780,849.9560261999999
1931,Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,370.0,2013,706,867.2750578
1932,Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,323.0,2013,726,848.4091835999999
1933,Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,2000.0,118.0,2013,645,748.5788084000001
1934,Micromax,Android,12.7,no,no,3.15,0.3,16.0,4.0,2000.0,186.0,2013,1025,773.4887924
1935,Micromax,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,149.1,2013,969,793.8696143999999
1936,Micromax,Android,7.75,no,no,3.15,0.3,16.0,4.0,2000.0,109.0,2013,833,626.9248544
1937,Micromax,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1008,627.5331537999999
1938,Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,667,767.8044226
1939,Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2013,669,762.837929
1940,Micromax,Android,10.08,no,no,3.15,0.3,1024.0,4.0,1450.0,118.0,2013,836,687.4415638
1941,Microsoft,Windows,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,122.0,2016,961,806.7064846
1942,Microsoft,Windows,12.88,yes,no,20.0,5.0,32.0,4.0,3340.0,165.0,2015,931,991.9105008
1943,Microsoft,Windows,12.88,yes,no,20.0,5.0,32.0,4.0,3340.0,165.0,2015,820,982.0303512
1944,Microsoft,Windows,12.75,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,692,968.9476232000001
1945,Microsoft,Windows,12.75,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,751,936.8886734
1946,Microsoft,Windows,10.34,yes,no,5.0,2.0,32.0,4.0,2100.0,141.9,2015,790,763.7182121999999
1947,Microsoft,Windows,12.7,no,no,8.0,5.0,32.0,4.0,2200.0,152.0,2015,965,792.9230912
1948,Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1500.0,127.9,2015,890,677.1490554
1949,Microsoft,Windows,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,823,885.7343284000001
1950,Microsoft,Windows,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,956,839.0490293999999
1951,Microsoft,Windows,12.88,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,949,849.8704035999999
1952,Microsoft,Windows,12.88,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,937,891.681761
1953,Microsoft,Windows,12.7,yes,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,874,849.6133157999999
1954,Microsoft,Windows,12.7,yes,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,564,855.4998210000001
1955,Microsoft,Windows,12.7,no,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,1017,877.5768888
1956,Microsoft,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1560.0,136.3,2015,1083,761.1546412
1957,Microsoft,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1560.0,136.3,2015,696,736.4716473999999
1958,Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1560.0,134.1,2015,670,716.2031616
1959,Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1560.0,134.1,2015,708,728.0428564
1960,Microsoft,Windows,12.7,no,no,5.0,5.0,32.0,4.0,1905.0,146.0,2014,683,761.6877378
1961,Microsoft,Windows,12.7,no,no,5.0,5.0,32.0,4.0,1905.0,146.0,2014,1089,786.0118736000001
1962,Microsoft,Windows,25.55,no,no,5.0,3.5,32.0,4.0,,675.9,2013,931,1046.1147428
1963,Motorola,Android,15.29,yes,no,13.0,12.0,64.0,4.0,3000.0,176.0,2019,390,942.24809
1964,Motorola,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3000.0,172.0,2019,368,941.1659338
1965,Motorola,Android,15.29,yes,no,12.0,8.0,64.0,4.0,5000.0,193.0,2019,280,934.0042316
1966,Motorola,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,149.0,2019,496,853.4633992
1967,Motorola,Android,12.93,yes,no,12.0,8.0,64.0,4.0,3000.0,162.0,2018,447,898.2210459999999
1968,Motorola,Android,15.29,yes,no,12.0,12.0,64.0,4.0,5000.0,205.0,2018,373,934.659203
1969,Motorola,Android,15.27,yes,no,12.0,8.0,128.0,4.0,3000.0,156.0,2018,706,886.1157349999999
1970,Motorola,Android,14.83,yes,no,8.0,5.0,16.0,4.0,3100.0,168.5,2018,660,791.246252
1971,Motorola,Android,12.75,yes,no,8.0,5.0,16.0,4.0,2800.0,150.0,2018,598,832.2136388
1972,Motorola,Android,15.24,yes,no,12.0,5.0,32.0,4.0,5000.0,196.6,2018,634,867.510429
1973,Motorola,Android,12.88,yes,no,13.0,5.0,16.0,4.0,4000.0,174.0,2018,426,873.8136067999999
1974,Motorola,Android,12.88,yes,no,13.0,5.0,32.0,4.0,4000.0,175.0,2018,533,859.4842902
1975,Motorola,Android,15.29,yes,no,12.0,12.0,64.0,4.0,3000.0,170.0,2018,438,1008.5301248000001
1976,Motorola,Android,12.93,yes,no,12.0,8.0,64.0,4.0,3200.0,167.0,2018,567,892.9976310000001
1977,Motorola,Android,12.88,yes,no,12.0,8.0,64.0,4.0,3000.0,167.0,2018,561,898.5346310000001
1978,Motorola,Android,12.75,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,564,969.9054268
1979,Motorola,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3000.0,168.0,2017,821,931.5715016
1980,Motorola,Android,12.75,yes,no,16.0,5.0,32.0,4.0,3000.0,157.0,2017,573,855.6940094
1981,Motorola,Android,12.83,yes,no,12.0,5.0,64.0,4.0,2730.0,143.0,2017,558,966.3814546
1982,Motorola,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,198.0,2017,874,863.9504430000001
1983,Motorola,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2800.0,151.0,2017,666,836.1656044
1984,Motorola,Android,12.83,yes,no,12.0,5.0,64.0,4.0,3000.0,145.0,2017,842,848.1214138
1985,Motorola,Android,12.7,yes,no,8.0,2.0,16.0,4.0,4000.0,162.0,2017,746,764.769463
1986,Motorola,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2350.0,154.0,2017,803,810.530827
1987,Motorola,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,155.0,2017,873,894.2820392
1988,Motorola,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2800.0,145.0,2017,578,855.4165398
1989,Motorola,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3050.0,163.0,2016,554,942.3559842
1990,Motorola,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3500.0,153.5,2016,917,857.378288
1991,Motorola,Android,12.83,yes,no,16.0,5.0,32.0,4.0,3510.0,165.0,2016,904,863.7374788000001
1992,Motorola,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2800.0,140.6,2016,659,831.2759906
1993,Motorola,Android,12.83,yes,no,21.0,5.0,32.0,4.0,3500.0,163.0,2016,1041,886.8289178
1994,Motorola,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2600.0,136.0,2016,694,918.4372516
1995,Motorola,Android,12.83,yes,no,16.0,5.0,64.0,4.0,3000.0,155.0,2016,827,913.3482318
1996,Motorola,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,155.0,2016,667,896.2838758
1997,Motorola,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2800.0,137.0,2016,563,783.879152
1998,Motorola,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2470.0,155.0,2015,833,821.1887396
1999,Motorola,Android,12.8,yes,no,21.0,5.0,32.0,4.0,3760.0,169.0,2015,582,912.1391391999999
2000,Motorola,Android,12.8,yes,no,21.0,5.0,32.0,4.0,3760.0,170.1,2015,905,916.0730133999999
2001,Motorola,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,749,903.5080872
2002,Motorola,Android,12.88,yes,no,21.0,5.0,16.0,4.0,2390.0,179.0,2015,1020,978.6554336
2003,Motorola,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,694,897.0068769999999
2004,Motorola,Android,12.83,yes,no,21.0,5.0,16.0,4.0,2390.0,169.0,2015,586,898.4450854
2005,Motorola,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2470.0,155.0,2015,820,903.5735715999999
2006,Motorola,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2470.0,155.0,2015,608,872.5177882
2007,Motorola,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2390.0,145.0,2015,579,789.9408144
2008,Motorola,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2390.0,145.0,2015,842,709.3479374
2009,Motorola,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2390.0,155.0,2015,863,850.7534072000001
2010,Motorola,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2390.0,155.0,2015,613,768.9628511999999
2011,Motorola,Android,12.75,yes,no,21.0,2.0,64.0,4.0,3900.0,176.0,2014,768,879.2105612
2012,Motorola,Android,12.75,yes,no,21.0,2.0,32.0,4.0,3900.0,169.0,2014,564,982.3249887999999
2013,Motorola,Android,15.14,yes,no,13.0,2.0,32.0,4.0,3220.0,184.0,2014,739,862.4281014
2014,Motorola,Android,12.75,yes,no,13.0,2.0,16.0,4.0,2300.0,144.0,2014,572,905.9599757999999
2015,Motorola,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,149.0,2014,808,829.165901
2016,Motorola,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,149.0,2014,1072,807.307776
2017,Motorola,Android,10.29,yes,no,5.0,1.3,32.0,4.0,2070.0,143.0,2014,927,850.2411701999999
2018,Motorola,Android,10.24,yes,no,8.0,0.3,32.0,4.0,2000.0,125.9,2014,634,721.2082352
2019,Motorola,Android,10.24,no,no,5.0,2.0,16.0,4.0,1980.0,142.0,2014,959,774.9472842
2020,Motorola,Android,10.24,no,no,5.0,2.0,16.0,4.0,1980.0,142.0,2014,979,793.0369108
2021,Motorola,Android,10.29,no,no,5.0,1.3,32.0,4.0,2070.0,143.0,2014,821,791.6667816
2022,Motorola,Android,10.29,no,no,5.0,1.3,32.0,4.0,2070.0,143.0,2013,643,829.6718302
2023,Motorola,Android,10.34,yes,no,10.0,2.0,16.0,4.0,2200.0,130.0,2013,757,754.7819406
2024,Motorola,Android,12.7,yes,no,10.0,2.0,16.0,4.0,2130.0,137.0,2013,607,849.0408236000001
2025,Motorola,Android,12.7,yes,no,10.0,2.0,16.0,4.0,3500.0,167.0,2013,715,824.5540072000001
2026,Motorola,Android,10.24,yes,no,10.0,2.0,16.0,4.0,2000.0,130.0,2013,1044,858.4750826000001
2027,Motorola,Android,10.16,no,no,8.0,1.2,16.0,4.0,2000.0,120.0,2013,944,897.7048008
2028,Motorola,Android,7.75,no,no,5.0,2.0,16.0,4.0,1785.0,110.0,2013,667,708.5393888
2029,Others,Android,7.65,yes,no,5.0,0.3,32.0,4.0,1900.0,171.8,2013,739,892.2830564
2030,Nokia,Android,16.23,yes,no,5.0,16.0,128.0,4.0,3500.0,180.0,2019,188,924.1102576
2031,Nokia,Android,15.21,yes,no,5.0,20.0,128.0,4.0,3320.0,172.0,2019,294,1038.5913702
2032,Nokia,Android,14.5,yes,no,5.0,8.0,32.0,4.0,3000.0,161.0,2019,492,850.3551140000001
2033,Nokia,Android,15.9,yes,no,13.0,5.0,32.0,4.0,4000.0,181.0,2019,317,915.8678851999999
2034,Nokia,Android,13.84,yes,no,8.0,5.0,32.0,4.0,2500.0,157.0,2019,226,835.7984072
2035,Nokia,Others,5.18,no,no,5.0,0.0,,0.03,1020.0,157.0,2019,501,468.74540720000005
2036,Nokia,Android,15.7,yes,no,8.0,20.0,64.0,4.0,3500.0,180.0,2018,485,921.8125202
2037,Nokia,Android,15.24,yes,no,8.0,8.0,32.0,4.0,3500.0,180.0,2018,642,841.5644092000001
2038,Nokia,Android,14.83,yes,no,8.0,8.0,64.0,4.0,3060.0,160.0,2018,634,882.0985214
2039,Nokia,Android,12.9,yes,no,8.0,16.0,64.0,4.0,3060.0,151.0,2018,648,902.2817612000001
2040,Nokia,Android,14.88,yes,no,8.0,8.0,64.0,4.0,3060.0,160.0,2018,525,913.3897946
2041,Nokia,Android,12.83,yes,no,16.0,8.0,32.0,4.0,2970.0,160.0,2018,586,913.4728942
2042,Nokia,Android,12.75,yes,no,13.0,8.0,32.0,4.0,2990.0,138.3,2018,469,883.0681028000001
2043,Nokia,Android,12.83,yes,no,8.0,5.0,32.0,4.0,4000.0,174.0,2018,635,804.5339051999999
2044,Nokia,Others,5.18,yes,no,2.0,0.0,0.1,0.02,1100.0,117.0,2018,417,783.2030053999999
2045,Nokia,Android,12.83,yes,no,8.0,5.0,128.0,4.0,3260.0,177.0,2018,604,1024.9237054
2046,Nokia,Android,15.24,yes,no,8.0,16.0,64.0,4.0,3800.0,183.0,2018,704,891.9132424000001
2047,Nokia,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,172.0,2018,611,945.8842296
2048,Nokia,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2150.0,160.0,2018,601,786.9915953999999
